id,uniquenessIndex,name,backgroundId,skullGene,hairGene,eyesGene,noseGene,teethGene,bonesGene,beardGene,skills,rank,gameToken,intelligence,strength,dexterity,stamina,accuracy,speed,fireLord,regenerationLord,iceLord,poisonLord,lightningLord,archmage,immortal,hairGroup,eyesGroup,beardGroup,backgroundColor,skullColor,bonesColor,beardColor,eyesColor,hairColor,base_count,color_count,fastKick,ironFists,skill_count,match_code,match_desc
2161,22,Gingoith,123,5,55,26,1,0,15,8,['FAST_KICK'],0,False,6,10,6,12,4,2,False,False,False,False,False,False,False,0,4,2,#ffe8cc,#03a9f4,,,#ff9800,#4caf50,6,4,True,False,1,0,
2162,22,Xoirphoubrou,105,10,31,29,3,0,15,8,['FAST_KICK'],0,False,3,11,8,16,1,2,False,False,False,False,False,False,False,2,4,2,#c0eb75,#ff9800,,,#ffffff,#f44336,6,4,True,False,1,0,
2163,11,Brigotrek,113,0,82,25,5,1,15,7,"['ARCHMAGE', 'FAST_KICK']",0,False,6,10,4,14,2,4,False,False,False,False,False,True,False,6,4,0,#fff3bf,#f44336,,#455a64,#ffeb3b,#2196f3,7,5,True,False,2,0,
2164,16,Riulokio,28,12,122,41,2,8,11,8,"['IRON_FISTS', 'REGENERATION_LORD']",0,False,5,9,1,10,1,6,False,True,False,False,False,False,False,9,2,2,#e64980,#795548,#673ab7,,#ffc107,,6,4,False,True,2,0,
2165,5,Sthrirpuno,28,3,122,66,7,2,0,0,"['ARCHMAGE', 'POISON_LORD']",0,False,9,7,1,1,6,6,False,False,False,True,False,True,False,9,6,0,#e64980,#673ab7,#009688,#37474f,#009688,,7,4,False,False,2,1,bones=eyes
2166,12,Kroundo,51,11,75,15,2,6,12,8,['ICE_LORD'],0,False,9,15,3,13,1,1,False,False,True,False,False,False,False,5,1,2,#5f3dc4,#ff5722,#3f51b5,,#ffffff,#ff5722,7,4,False,False,1,1,skull=hair
2167,26,Sephriussess,63,5,122,18,3,0,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,14,2,1,1,4,10,False,False,False,False,False,False,False,9,4,2,#d0ebff,#03a9f4,,,#e91e63,,5,3,True,True,2,0,
2168,22,Vadiba,4,12,82,65,6,6,15,8,['FAST_KICK'],0,False,14,5,5,6,8,2,False,False,False,False,False,False,False,6,6,2,#e9ecef,#795548,,,#00bcd4,#2196f3,6,4,True,False,1,0,
2169,22,Yaheangok,3,3,108,34,1,0,15,8,['FAST_KICK'],0,False,15,10,3,6,3,3,False,False,False,False,False,False,False,8,2,2,#f1f3f5,#673ab7,,,#9c27b0,#263238,6,3,True,False,1,0,
2170,22,Shaandraakhoih,77,13,15,55,3,1,15,8,['FAST_KICK'],0,False,6,9,6,7,6,6,False,False,False,False,False,False,False,1,5,2,#22b8cf,#607d8b,,,#ff9800,#ffcdd2,6,4,True,False,1,0,
2171,12,Jiorphith,37,9,99,31,3,6,0,8,['POISON_LORD'],0,False,11,6,7,10,6,1,False,False,False,True,False,False,False,7,2,2,#cc5de8,#ffeb3b,#009688,,#ffffff,#00bcd4,7,5,False,False,1,0,
2172,22,Orphaarphal,74,11,51,49,7,9,15,8,['FAST_KICK'],0,False,14,7,2,5,8,4,False,False,False,False,False,False,False,0,5,2,#99e9f2,#ff5722,,,#2196f3,#3f51b5,6,4,True,False,1,0,
2173,22,Sthringal,77,13,38,22,1,0,15,8,['FAST_KICK'],0,False,13,3,7,1,14,2,False,False,False,False,False,False,False,4,4,2,#22b8cf,#607d8b,,,#00bcd4,#03a9f4,6,4,True,False,1,0,
2174,22,Baalthuukruu,78,14,65,14,3,0,15,8,['FAST_KICK'],0,False,11,3,5,9,9,3,False,False,False,False,False,False,False,5,1,2,#15aabf,#ffffff,,,,#9c27b0,6,3,True,False,1,0,
2175,12,Wrometh,122,11,85,39,1,1,0,8,['POISON_LORD'],0,False,1,11,11,16,2,1,False,False,False,True,False,False,False,6,2,2,#fff4e6,#ff5722,#009688,,#cddc39,#4caf50,7,5,False,False,1,0,
2176,22,Vraxarzen,43,11,61,20,7,1,15,8,['FAST_KICK'],0,False,14,15,1,5,1,6,False,False,False,False,False,False,False,0,4,2,#e5dbff,#ff5722,,,#673ab7,#e91e63,6,4,True,False,1,0,
2177,12,Houphointis,84,0,57,4,7,10,7,8,['POISON_LORD'],0,False,1,9,9,11,8,2,False,False,False,True,False,False,False,0,3,2,#96f2d7,#f44336,#000000,,#4caf50,#ffeb3b,7,5,False,False,1,0,
2178,11,Plouzao,104,1,35,62,7,7,15,5,"['ARCHMAGE', 'FAST_KICK']",0,False,14,10,5,5,1,6,False,False,False,False,False,True,False,4,6,1,#d8f5a2,#e91e63,,#37474f,#673ab7,#673ab7,7,4,True,False,2,1,eyes=hair
2179,22,Sthrisatox,62,4,16,4,2,1,15,8,['FAST_KICK'],0,False,12,7,6,5,4,6,False,False,False,False,False,False,False,1,3,2,#e7f5ff,#3f51b5,,,#4caf50,#f44336,6,4,True,False,1,0,
2180,22,Eddaothaaz,106,2,58,70,4,10,15,8,['FAST_KICK'],0,False,6,13,5,16,1,1,False,False,False,False,False,False,False,0,6,2,#a9e34b,#9c27b0,,,#ffc107,#ffc107,6,3,True,False,1,1,eyes=hair
2181,25,Blanrubi,128,11,122,29,4,9,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,3,11,3,13,1,1,False,False,False,False,False,False,False,9,4,2,#fd7e14,#ff5722,,,#ffffff,,5,3,True,True,2,0,
2182,22,Jouxen,78,5,108,82,5,3,15,8,['FAST_KICK'],0,False,8,1,8,6,13,5,False,False,False,False,False,False,False,8,7,2,#15aabf,#03a9f4,,,#4caf50,#263238,6,3,True,False,1,0,
2183,22,Yaszess,62,7,100,25,6,9,15,8,['FAST_KICK'],0,False,7,3,9,9,10,2,False,False,False,False,False,False,False,7,4,2,#e7f5ff,#4caf50,,,#ffeb3b,#009688,6,4,True,False,1,0,
2184,22,Kokelmen,58,12,54,8,2,7,15,8,['FAST_KICK'],0,False,10,9,1,12,6,2,False,False,False,False,False,False,False,0,3,2,#4c6ef5,#795548,,,#ff5722,#009688,6,4,True,False,1,0,
2185,15,Ekkirr,58,13,122,30,5,4,15,2,"['ARCHMAGE', 'FAST_KICK']",0,False,12,7,6,3,1,2,False,False,False,False,False,True,False,9,2,0,#4c6ef5,#607d8b,,#212121,#546e7a,,6,4,True,False,2,0,
2186,22,Dhiulfaariul,13,9,117,65,0,5,15,8,['FAST_KICK'],0,False,2,8,9,13,6,2,False,False,False,False,False,False,False,8,6,2,#ffe3e3,#ffeb3b,,,#00bcd4,#cddc39,6,4,True,False,1,0,
2187,22,Narzorri,76,6,12,77,1,2,15,8,['FAST_KICK'],0,False,10,9,4,5,12,1,False,False,False,False,False,False,False,1,7,2,#3bc9db,#009688,,,#673ab7,#ffc107,6,4,True,False,1,0,
2188,22,Ghiurseshas,78,2,107,61,5,4,15,8,['FAST_KICK'],0,False,14,12,2,4,6,2,False,False,False,False,False,False,False,7,6,2,#15aabf,#9c27b0,,,#9c27b0,#f44336,6,3,True,False,1,1,skull=eyes
2189,25,Kronruucaz,1,6,122,53,3,3,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,2,1,7,9,9,3,False,False,False,False,False,False,False,9,5,2,#000000,#009688,,,#cddc39,,5,3,True,True,2,0,
2190,12,Othruunrorr,45,1,25,42,4,5,9,8,['REGENERATION_LORD'],0,False,8,10,6,8,2,6,False,True,False,False,False,False,False,2,2,2,#b197fc,#e91e63,#e91e63,,#ff9800,#4caf50,7,4,False,False,1,1,skull=bones
2191,11,Slobuuttou,0,11,36,3,0,7,15,6,"['ARCHMAGE', 'FAST_KICK']",0,False,11,7,5,9,6,2,False,False,False,False,False,True,False,4,3,1,#ffffff,#ff5722,,#263238,#00bcd4,#3f51b5,7,4,True,False,2,0,
2192,25,Tarzhekrio,56,6,122,87,1,5,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,9,2,3,2,6,8,False,False,False,False,False,False,False,9,7,2,#748ffc,#009688,,,#ffcdd2,,5,3,True,True,2,0,
2193,12,Pemmusarth,78,5,27,17,7,4,0,8,['POISON_LORD'],0,False,8,2,4,10,11,5,False,False,False,True,False,False,False,2,0,2,#15aabf,#03a9f4,#009688,,,#ffeb3b,7,4,False,False,1,0,
2194,22,Srinrenrutt,97,12,11,1,7,2,15,8,['FAST_KICK'],0,False,9,7,8,14,2,1,False,False,False,False,False,False,False,1,3,2,#51cf66,#795548,,,#9c27b0,#ffeb3b,6,4,True,False,1,0,
2195,22,Krenthagorth,44,4,48,42,4,9,15,8,['FAST_KICK'],0,False,12,9,1,11,3,5,False,False,False,False,False,False,False,0,2,2,#d0bfff,#3f51b5,,,#ff9800,#263238,6,3,True,False,1,0,
2196,22,Prekres,101,0,12,77,7,2,15,8,['FAST_KICK'],0,False,6,15,6,9,2,2,False,False,False,False,False,False,False,1,7,2,#2b8a3e,#f44336,,,#673ab7,#ffc107,6,4,True,False,1,0,
2197,12,Ranthazos,19,2,90,35,7,4,10,8,['FIRE_LORD'],0,False,12,16,1,8,1,4,True,False,False,False,False,False,False,6,2,2,#f03e3e,#9c27b0,#9c27b0,,#3f51b5,#ff5722,7,4,False,False,1,1,skull=bones
2198,22,Diarphearnaan,88,14,92,25,7,3,15,8,['FAST_KICK'],0,False,4,9,6,13,6,2,False,False,False,False,False,False,False,6,4,2,#12b886,#ffffff,,,#ffeb3b,#f44336,6,4,True,False,1,0,
2199,15,Oguggirr,77,8,122,18,1,6,15,0,"['ARCHMAGE', 'FAST_KICK']",0,False,4,2,7,5,6,6,False,False,False,False,False,True,False,9,4,0,#22b8cf,#cddc39,,#37474f,#e91e63,,6,4,True,False,2,0,
2200,22,Chatew,122,2,38,16,1,7,15,8,['FAST_KICK'],0,False,15,8,3,10,2,2,False,False,False,False,False,False,False,4,1,2,#fff4e6,#9c27b0,,,#ffffff,#03a9f4,6,4,True,False,1,0,
2201,12,Mossebrix,44,8,103,84,3,6,14,8,['ICE_LORD'],0,False,6,7,9,18,1,1,False,False,True,False,False,False,False,7,7,2,#d0bfff,#cddc39,#00bcd4,,#ffeb3b,#ffeb3b,7,4,False,False,1,1,eyes=hair
2202,11,Nialloun,96,6,70,12,6,1,15,3,"['ARCHMAGE', 'FAST_KICK']",0,False,3,1,9,7,17,3,False,False,False,False,False,True,False,5,3,1,#69db7c,#009688,,#212121,#263238,#009688,7,3,True,False,2,1,skull=hair
2203,12,Yaomlio,48,9,50,15,4,5,6,8,['REGENERATION_LORD'],0,False,15,9,5,11,1,1,False,True,False,False,False,False,False,0,1,2,#7950f2,#ffeb3b,#ffcdd2,,#ffffff,#673ab7,7,5,False,False,1,0,
2204,22,Vebluutha,57,5,79,6,3,5,15,8,['FAST_KICK'],0,False,18,4,5,7,2,4,False,False,False,False,False,False,False,6,3,2,#5c7cfa,#03a9f4,,,#cddc39,#9c27b0,6,4,True,False,1,0,
2205,22,Shriosthuu,96,9,20,36,7,6,15,8,['FAST_KICK'],0,False,12,3,8,9,4,4,False,False,False,False,False,False,False,2,2,2,#69db7c,#ffeb3b,,,#2196f3,#3f51b5,6,4,True,False,1,0,
2206,25,Xuuthuuntho,117,1,122,42,2,2,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,2,9,2,11,1,6,False,False,False,False,False,False,False,9,2,2,#fcc419,#e91e63,,,#ff9800,,5,3,True,True,2,0,
2207,22,Riaddaanguu,33,2,59,1,1,1,15,8,['FAST_KICK'],0,False,18,16,1,6,1,1,False,False,False,False,False,False,False,0,3,2,#f3d9fa,#9c27b0,,,#9c27b0,#ff5722,6,3,True,False,1,1,skull=eyes
2208,12,Ladrouw,44,10,79,13,2,5,2,8,['LIGHTNING_LORD'],0,False,12,11,1,11,3,3,False,False,False,False,True,False,False,6,4,2,#d0bfff,#ff9800,#cddc39,,#263238,#9c27b0,7,4,False,False,1,0,
2209,25,Hijirrow,123,2,122,62,2,1,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,12,12,1,6,1,1,False,False,False,False,False,False,False,9,6,2,#ffe8cc,#9c27b0,,,#673ab7,,5,3,True,True,2,0,
2210,12,Sthrouhuu,100,5,83,69,0,10,3,8,['LIGHTNING_LORD'],0,False,12,2,8,8,6,4,False,False,False,False,True,False,False,6,6,2,#2f9e44,#03a9f4,#ffeb3b,,#ffeb3b,#03a9f4,7,3,False,False,1,2,skull=hair & bones=eyes
2211,22,Praabuuh,110,13,78,84,7,4,15,8,['FAST_KICK'],0,False,5,7,10,12,1,6,False,False,False,False,False,False,False,6,7,2,#66a80f,#607d8b,,,#ffeb3b,#e91e63,6,4,True,False,1,0,
2212,22,Aazzaus,128,12,29,20,7,7,15,8,['FAST_KICK'],0,False,9,17,1,14,1,1,False,False,False,False,False,False,False,2,4,2,#fd7e14,#795548,,,#673ab7,#ff5722,6,4,True,False,1,0,
2213,22,Siongaaldoil,49,14,25,14,4,1,15,8,['FAST_KICK'],0,False,9,3,9,11,5,3,False,False,False,False,False,False,False,2,1,2,#7048e8,#ffffff,,,,#4caf50,6,3,True,False,1,0,
2214,12,Phruuca,70,13,100,82,5,10,1,8,['POISON_LORD'],0,False,10,4,10,4,10,2,False,False,False,True,False,False,False,7,7,2,#1971c2,#607d8b,#4caf50,,#4caf50,#009688,7,4,False,False,1,1,bones=eyes
2215,22,Kussaadros,40,4,84,65,1,8,15,8,['FAST_KICK'],0,False,16,5,4,1,12,2,False,False,False,False,False,False,False,6,6,2,#9c36b5,#3f51b5,,,#00bcd4,#00bcd4,6,3,True,False,1,1,eyes=hair
2216,22,Laobattu,115,4,51,87,3,7,15,8,['FAST_KICK'],0,False,13,5,3,9,1,10,False,False,False,False,False,False,False,0,7,2,#ffe066,#3f51b5,,,#ffcdd2,#3f51b5,6,3,True,False,1,1,skull=hair
2217,22,Astroilthutt,86,2,8,7,4,6,15,8,['FAST_KICK'],0,False,8,7,4,9,12,1,False,False,False,False,False,False,False,1,3,2,#38d9a9,#9c27b0,,,#ffeb3b,#009688,6,4,True,False,1,0,
2218,22,Glusios,128,14,28,10,5,7,15,8,['FAST_KICK'],0,False,6,10,6,18,1,1,False,False,False,False,False,False,False,2,3,2,#fd7e14,#ffffff,,,#ffffff,#ffc107,6,3,True,False,1,1,skull=eyes
2219,2,Shiantou,38,10,121,67,7,2,7,0,"['ARCHMAGE', 'POISON_LORD']",0,False,6,15,6,9,2,2,False,False,False,True,False,True,False,8,6,0,#be4bdb,#ff9800,#000000,#37474f,#8bc34a,#f44336,8,6,False,False,2,0,
2220,25,Ohrauh,30,1,122,24,4,7,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,4,4,5,5,1,12,False,False,False,False,False,False,False,9,4,2,#c2255c,#e91e63,,,#cddc39,,5,3,True,True,2,0,
2221,25,Khungiarsuu,72,5,122,88,7,3,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,8,6,2,2,8,4,False,False,False,False,False,False,False,9,7,2,#e3fafc,#03a9f4,,,#f44336,,5,3,True,True,2,0,
2222,16,Khuummugnos,28,4,122,30,3,3,5,8,"['FIRE_LORD', 'IRON_FISTS']",0,False,11,6,3,2,1,8,True,False,False,False,False,False,False,9,2,2,#e64980,#3f51b5,#ff5722,,#546e7a,,6,4,False,True,2,0,
2223,22,Reakrauz,38,13,100,10,5,7,15,8,['FAST_KICK'],0,False,13,8,7,6,6,1,False,False,False,False,False,False,False,7,3,2,#be4bdb,#607d8b,,,#ffffff,#009688,6,4,True,False,1,0,
2224,2,Thinourphiuh,85,2,9,72,7,9,1,3,"['ARCHMAGE', 'POISON_LORD']",0,False,8,5,8,5,8,6,False,False,False,True,False,True,False,1,6,1,#63e6be,#9c27b0,#4caf50,#212121,#ffcdd2,#8bc34a,8,6,False,False,2,0,
2225,12,Glalmoixoul,7,7,48,2,6,5,6,8,['REGENERATION_LORD'],0,False,9,3,9,7,7,5,False,True,False,False,False,False,False,0,3,2,#adb5bd,#4caf50,#ffcdd2,,#2196f3,#263238,7,4,False,False,1,0,
2226,11,Teggothaa,101,11,99,39,5,9,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,2,6,13,11,8,1,False,False,False,False,False,True,False,7,2,0,#2b8a3e,#ff5722,,#263238,#cddc39,#00bcd4,7,4,True,False,2,0,
2227,22,Eakitea,130,9,63,55,0,3,15,8,['FAST_KICK'],0,False,1,18,2,18,1,2,False,False,False,False,False,False,False,5,5,2,#e8590c,#ffeb3b,,,#ff9800,#f44336,6,4,True,False,1,0,
2228,22,Cubrehr,36,11,11,48,3,6,15,8,['FAST_KICK'],0,False,12,13,2,11,1,2,False,False,False,False,False,False,False,1,5,2,#da77f2,#ff5722,,,#3f51b5,#ffeb3b,6,4,True,False,1,0,
2229,12,Dekol,51,9,42,44,7,5,4,8,['LIGHTNING_LORD'],0,False,9,5,10,16,1,1,False,False,False,False,True,False,False,4,5,2,#5f3dc4,#ffeb3b,#ffc107,,#ffffff,#cddc39,7,5,False,False,1,0,
2230,22,Kauxxearouz,121,8,112,49,0,2,15,8,['FAST_KICK'],0,False,12,3,7,12,2,4,False,False,False,False,False,False,False,8,5,2,#e67700,#cddc39,,,#2196f3,#3f51b5,6,4,True,False,1,0,
2231,25,Sedde,28,13,122,15,1,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,5,6,5,1,6,False,False,False,False,False,False,True,9,1,2,#e64980,#607d8b,,,#ffffff,,5,3,True,True,3,0,
2232,12,Thriobhon,35,8,77,29,5,2,9,8,['REGENERATION_LORD'],0,False,9,4,8,13,3,3,False,True,False,False,False,False,False,6,4,2,#e599f7,#cddc39,#e91e63,,#ffffff,#263238,7,4,False,False,1,0,
2233,22,Croshith,5,14,8,64,0,1,15,8,['FAST_KICK'],0,False,13,4,7,6,8,2,False,False,False,False,False,False,False,1,6,2,#dee2e6,#ffffff,,,#2196f3,#009688,6,4,True,False,1,0,
2234,22,Strohek,131,10,41,57,0,4,15,8,['FAST_KICK'],0,False,1,11,7,13,2,6,False,False,False,False,False,False,False,4,5,2,#d9480f,#ff9800,,,#ffcdd2,#4caf50,6,4,True,False,1,0,
2235,16,Khukhorter,63,5,122,36,4,0,10,8,"['FIRE_LORD', 'IRON_FISTS']",0,False,18,1,1,1,6,6,True,False,False,False,False,False,False,9,2,2,#d0ebff,#03a9f4,#9c27b0,,#2196f3,,6,4,False,True,2,0,
2236,15,Lextro,56,10,122,69,4,0,15,3,"['ARCHMAGE', 'FAST_KICK']",0,False,6,8,2,12,1,2,False,False,False,False,False,True,False,9,6,1,#748ffc,#ff9800,,#212121,#ffeb3b,,6,4,True,False,2,0,
2237,22,Llorsouttia,112,1,94,10,2,3,15,8,['FAST_KICK'],0,False,7,6,5,10,1,12,False,False,False,False,False,False,False,7,3,2,#fff9db,#e91e63,,,#ffffff,#e91e63,6,3,True,False,1,1,skull=hair
2238,22,Sthruxatrec,33,1,56,17,5,7,15,8,['FAST_KICK'],0,False,8,6,5,9,3,9,False,False,False,False,False,False,False,0,0,2,#f3d9fa,#e91e63,,,,#cddc39,6,3,True,False,1,0,
2239,25,Soiddoul,26,7,122,0,0,7,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,4,4,6,2,2,12,False,False,False,False,False,False,True,9,3,2,#f783ac,#4caf50,,,#e91e63,,5,3,True,True,3,0,
2240,22,Thruunnarrois,49,3,65,4,2,5,15,8,['FAST_KICK'],0,False,18,10,6,4,2,1,False,False,False,False,False,False,False,5,3,2,#7048e8,#673ab7,,,#4caf50,#9c27b0,6,4,True,False,1,0,
2241,22,Miogroth,107,2,36,40,7,10,15,8,['FAST_KICK'],0,False,12,6,7,13,1,2,False,False,False,False,False,False,False,4,2,2,#94d82d,#9c27b0,,,#ffeb3b,#3f51b5,6,4,True,False,1,0,
2242,12,Ealfiaxaa,117,8,40,59,6,4,2,8,['LIGHTNING_LORD'],0,False,4,3,11,16,6,1,False,False,False,False,True,False,False,4,6,2,#fcc419,#cddc39,#cddc39,,#ffffff,#009688,7,4,False,False,1,1,skull=bones
2243,22,Hoilliunteaz,83,9,87,80,4,0,15,8,['FAST_KICK'],0,False,3,3,10,12,12,1,False,False,False,False,False,False,False,6,7,2,#c3fae8,#ffeb3b,,,#00bcd4,#cddc39,6,4,True,False,1,0,
2244,22,Sthaurpheal,90,5,13,41,7,2,15,8,['FAST_KICK'],0,False,7,11,1,11,8,2,False,False,False,False,False,False,False,1,2,2,#099268,#03a9f4,,,#ffc107,#ff9800,6,4,True,False,1,0,
2245,25,Sthrauhous,100,1,122,60,0,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,4,4,6,2,2,12,False,False,False,False,False,False,True,9,6,2,#2f9e44,#e91e63,,,#e91e63,,5,2,True,True,3,1,skull=eyes
2246,22,Yintel,64,13,38,80,0,0,15,8,['FAST_KICK'],0,False,17,3,5,1,10,4,False,False,False,False,False,False,False,4,7,2,#a5d8ff,#607d8b,,,#00bcd4,#03a9f4,6,4,True,False,1,0,
2247,22,Rucuulti,13,10,1,50,6,3,15,8,['FAST_KICK'],0,False,4,13,2,7,6,8,False,False,False,False,False,False,False,1,5,2,#ffe3e3,#ff9800,,,#00bcd4,#e91e63,6,4,True,False,1,0,
2248,25,Sthiahroh,4,7,122,4,0,1,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,3,3,15,5,4,1,False,False,False,False,False,False,True,9,3,2,#e9ecef,#4caf50,,,#4caf50,,5,2,True,True,3,1,skull=eyes
2249,25,Sazzouthaos,123,10,122,35,3,8,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,11,1,11,1,2,False,False,False,False,False,False,True,9,2,2,#ffe8cc,#ff9800,,,#3f51b5,,5,3,True,True,3,0,
2250,22,Daldixtrouth,80,1,97,34,3,2,15,8,['FAST_KICK'],0,False,16,6,2,2,6,8,False,False,False,False,False,False,False,7,2,2,#0c8599,#e91e63,,,#9c27b0,#3f51b5,6,4,True,False,1,0,
2251,16,Staugrautreas,74,5,122,3,4,5,5,8,"['FIRE_LORD', 'IRON_FISTS']",0,False,10,1,4,1,14,2,True,False,False,False,False,False,False,9,3,2,#99e9f2,#03a9f4,#ff5722,,#00bcd4,,6,4,False,True,2,0,
2252,22,Grorpol,28,11,83,39,6,10,15,8,['FAST_KICK'],0,False,8,8,5,9,2,8,False,False,False,False,False,False,False,6,2,2,#e64980,#ff5722,,,#cddc39,#03a9f4,6,4,True,False,1,0,
2253,22,Thoigrogi,86,7,89,69,0,2,15,8,['FAST_KICK'],0,False,1,8,9,14,8,1,False,False,False,False,False,False,False,6,6,2,#38d9a9,#4caf50,,,#ffeb3b,#ffc107,6,4,True,False,1,0,
2254,2,Xiulluu,18,5,102,68,4,9,9,7,"['ARCHMAGE', 'REGENERATION_LORD']",0,False,6,6,10,12,2,4,False,True,False,False,False,True,False,7,6,0,#fa5252,#03a9f4,#e91e63,#455a64,#cddc39,#cddc39,8,5,False,False,2,1,eyes=hair
2255,26,Zaonoindriul,24,11,122,42,3,0,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,2,13,1,9,1,6,False,False,False,False,False,False,True,9,2,2,#fcc2d7,#ff5722,,,#ff9800,,5,3,True,True,3,0,
2256,22,Thelthiu,39,1,103,71,4,8,15,8,['FAST_KICK'],0,False,8,14,2,10,1,6,False,False,False,False,False,False,False,7,6,2,#ae3ec9,#e91e63,,,#ff5722,#ffeb3b,6,4,True,False,1,0,
2257,22,Iastheaphrao,62,0,25,63,5,0,15,8,['FAST_KICK'],0,False,12,7,6,5,4,6,False,False,False,False,False,False,False,2,6,2,#e7f5ff,#f44336,,,#3f51b5,#4caf50,6,4,True,False,1,0,
2258,11,Boimmaoh,120,9,15,40,3,9,15,6,"['ARCHMAGE', 'FAST_KICK']",0,False,1,7,7,19,1,6,False,False,False,False,False,True,False,1,2,1,#f08c00,#ffeb3b,,#263238,#ffeb3b,#ffcdd2,7,3,True,False,2,1,skull=eyes
2259,11,Vraszotrax,102,11,110,9,2,8,15,7,"['ARCHMAGE', 'FAST_KICK']",0,False,6,15,5,14,1,1,False,False,False,False,False,True,False,8,3,0,#f4fce3,#ff5722,,#455a64,#f44336,#9c27b0,7,5,True,False,2,0,
2260,15,Lliabhiustheal,122,2,122,73,3,1,15,4,"['ARCHMAGE', 'FAST_KICK']",0,False,6,14,1,8,1,2,False,False,False,False,False,True,False,9,6,1,#fff4e6,#9c27b0,,#455a64,#f44336,,6,4,True,False,2,0,
2261,11,Sthaocoth,23,10,12,10,1,1,15,5,"['ARCHMAGE', 'FAST_KICK']",0,False,5,12,3,14,1,6,False,False,False,False,False,True,False,1,3,1,#ffdeeb,#ff9800,,#37474f,#ffffff,#ffc107,7,5,True,False,2,0,
2262,22,Wriphissaaw,65,12,9,56,0,3,15,8,['FAST_KICK'],0,False,9,8,6,11,4,2,False,False,False,False,False,False,False,1,5,2,#74c0fc,#795548,,,#ff5722,#8bc34a,6,4,True,False,1,0,
2263,22,Thomiagnouz,4,0,51,50,0,10,15,8,['FAST_KICK'],0,False,11,10,5,4,6,4,False,False,False,False,False,False,False,0,5,2,#e9ecef,#f44336,,,#00bcd4,#3f51b5,6,4,True,False,1,0,
2264,22,Strauphel,7,9,31,22,3,5,15,8,['FAST_KICK'],0,False,5,11,7,9,6,2,False,False,False,False,False,False,False,2,4,2,#adb5bd,#ffeb3b,,,#00bcd4,#f44336,6,4,True,False,1,0,
2265,22,Xoimlursaos,116,8,83,20,0,2,15,8,['FAST_KICK'],0,False,12,6,7,11,2,2,False,False,False,False,False,False,False,6,4,2,#ffd43b,#cddc39,,,#673ab7,#03a9f4,6,4,True,False,1,0,
2266,25,Breknijeaz,39,12,122,6,1,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,9,6,5,10,1,1,False,False,False,False,False,False,True,9,3,2,#ae3ec9,#795548,,,#cddc39,,5,3,True,True,3,0,
2267,22,Jeaxuu,93,11,22,80,0,4,15,8,['FAST_KICK'],0,False,8,6,8,6,10,2,False,False,False,False,False,False,False,2,7,2,#d3f9d8,#ff5722,,,#00bcd4,#03a9f4,6,4,True,False,1,0,
2268,22,Iociath,86,5,106,59,6,8,15,8,['FAST_KICK'],0,False,11,2,5,6,8,8,False,False,False,False,False,False,False,7,6,2,#38d9a9,#03a9f4,,,#ffffff,#ffcdd2,6,4,True,False,1,0,
2269,16,Sthrouthroilniu,73,11,122,67,1,0,14,8,"['ICE_LORD', 'IRON_FISTS']",0,False,2,6,8,6,8,1,False,False,True,False,False,False,False,9,6,2,#c5f6fa,#ff5722,#00bcd4,,#8bc34a,,6,4,False,True,2,0,
2270,22,Pelthentao,106,7,59,84,2,3,15,8,['FAST_KICK'],0,False,1,8,13,17,2,1,False,False,False,False,False,False,False,0,7,2,#a9e34b,#4caf50,,,#ffeb3b,#ff5722,6,4,True,False,1,0,
2271,22,Lassouh,46,3,64,70,0,4,15,8,['FAST_KICK'],0,False,14,14,1,6,1,6,False,False,False,False,False,False,False,5,6,2,#9775fa,#673ab7,,,#ffc107,#e91e63,6,4,True,False,1,0,
2272,12,Leto,99,9,4,34,6,8,5,8,['FIRE_LORD'],0,False,12,6,8,10,2,2,True,False,False,False,False,False,False,1,2,2,#37b24d,#ffeb3b,#ff5722,,#9c27b0,#3f51b5,7,5,False,False,1,0,
2273,25,Shriuldesias,22,6,122,19,4,1,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,10,5,2,1,6,6,False,False,False,False,False,False,True,9,4,2,#fff0f6,#009688,,,#9c27b0,,5,3,True,True,3,0,
