id,uniquenessIndex,name,backgroundId,skullGene,hairGene,eyesGene,noseGene,teethGene,bonesGene,beardGene,skills,rank,gameToken,intelligence,strength,dexterity,stamina,accuracy,speed,fireLord,regenerationLord,iceLord,poisonLord,lightningLord,archmage,immortal
2946,22,Sthraatea,112,6,86,37,6,7,15,8,['FAST_KICK'],0,False,5,3,7,7,18,1,False,False,False,False,False,False,False
2947,26,Ziddoirziuss,119,0,122,50,2,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,2,8,4,8,6,2,False,False,False,False,False,False,True
2948,22,Locihr,113,11,23,78,7,1,15,8,['FAST_KICK'],0,False,8,9,4,11,6,2,False,False,False,False,False,False,False
2949,22,Diashialoh,71,10,67,46,1,3,15,8,['FAST_KICK'],0,False,18,9,1,7,2,4,False,False,False,False,False,False,False
2950,11,Vreszes,52,6,2,43,4,4,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,15,5,3,3,6,8,False,False,False,False,False,True,False
2951,16,Tamlixha,127,8,122,70,7,10,1,8,"['POISON_LORD', 'IRON_FISTS']",0,False,1,10,5,15,1,1,False,False,False,True,False,False,False
2952,12,Sedoss,70,5,34,19,6,6,6,8,['REGENERATION_LORD'],0,False,24,6,1,2,4,4,False,True,False,False,False,False,False
2953,12,Slathrokhorm,46,1,67,52,6,1,13,8,['ICE_LORD'],0,False,14,6,6,4,2,8,False,False,True,False,False,False,False
2954,26,Sucerth,66,8,122,38,1,8,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,1,11,7,4,2,False,False,False,False,False,False,True
2955,22,Ouhliz,98,3,87,18,2,8,15,8,['FAST_KICK'],0,False,8,6,11,7,2,6,False,False,False,False,False,False,False
2956,11,Loirraa,105,5,36,50,4,1,15,4,"['ARCHMAGE', 'FAST_KICK']",0,False,14,1,7,6,8,4,False,False,False,False,False,True,False
2957,22,Xandi,91,3,31,85,5,10,15,8,['FAST_KICK'],0,False,7,16,1,8,6,2,False,False,False,False,False,False,False
2958,25,Omedok,31,2,122,10,4,1,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,11,5,3,5,1,6,False,False,False,False,False,False,True
2959,25,Chalmiaz,126,2,122,77,6,0,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,12,12,1,6,1,1,False,False,False,False,False,False,True
2960,16,Nihuz,36,11,122,76,0,5,8,8,"['FIRE_LORD', 'IRON_FISTS']",0,False,12,13,1,5,1,1,True,False,False,False,False,False,False
2961,22,Hiltuthi,8,6,55,63,1,4,15,8,['FAST_KICK'],0,False,11,4,11,4,8,2,False,False,False,False,False,False,False
2962,22,Maubbou,38,9,84,60,7,4,15,8,['FAST_KICK'],0,False,10,8,4,6,6,6,False,False,False,False,False,False,False
2963,22,Praugher,10,14,65,40,3,3,15,8,['FAST_KICK'],0,False,12,8,8,12,1,1,False,False,False,False,False,False,False
2964,22,Paochoith,79,9,118,48,0,6,15,8,['FAST_KICK'],0,False,8,5,6,13,6,2,False,False,False,False,False,False,False
2965,25,Yiuldin,98,1,122,48,0,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,3,6,3,2,8,False,False,False,False,False,False,True
2966,26,Peggan,4,10,122,39,3,8,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,3,8,8,11,1,1,False,False,False,False,False,False,True
2967,22,Maaphriaw,94,4,51,34,3,6,15,8,['FAST_KICK'],0,False,18,5,6,5,2,4,False,False,False,False,False,False,False
2968,5,Frioddouceas,92,12,122,38,0,9,4,0,"['ARCHMAGE', 'LIGHTNING_LORD']",0,False,3,2,12,9,4,1,False,False,False,False,True,True,False
2969,22,Dhurrion,95,8,22,39,6,4,15,8,['FAST_KICK'],0,False,6,1,16,12,4,2,False,False,False,False,False,False,False
2970,12,Stoilfecau,18,8,59,37,6,2,3,8,['LIGHTNING_LORD'],0,False,2,12,7,11,6,2,False,False,False,False,True,False,False
2971,5,Nalthous,19,8,122,22,3,2,13,4,"['ARCHMAGE', 'ICE_LORD']",0,False,2,6,7,7,6,2,False,False,True,False,False,True,False
2972,22,Dalphoz,20,1,5,16,6,10,15,8,['FAST_KICK'],0,False,11,8,3,6,2,10,False,False,False,False,False,False,False
2973,12,Noigrocerth,17,9,73,77,3,0,2,8,['LIGHTNING_LORD'],0,False,6,14,4,14,1,2,False,False,False,False,True,False,False
2974,22,Debol,10,4,108,49,3,9,15,8,['FAST_KICK'],0,False,15,4,3,6,5,7,False,False,False,False,False,False,False
2975,25,Choldurm,118,14,122,28,1,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,3,8,5,14,1,1,False,False,False,False,False,False,True
2976,25,Sthroixxau,50,6,122,75,0,3,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,10,5,2,1,6,6,False,False,False,False,False,False,True
2977,16,Urziaxtrihr,63,13,122,1,2,1,2,8,"['IRON_FISTS', 'LIGHTNING_LORD']",0,False,15,6,3,2,2,2,False,False,False,False,True,False,False
2978,22,Bekkusze,45,3,11,33,0,7,15,8,['FAST_KICK'],0,False,14,11,2,7,1,6,False,False,False,False,False,False,False
2979,22,Prozzauzzih,32,8,27,47,0,9,15,8,['FAST_KICK'],0,False,12,10,7,11,1,1,False,False,False,False,False,False,False
2980,22,Velrouth,65,13,117,57,7,5,15,8,['FAST_KICK'],0,False,10,4,9,7,2,8,False,False,False,False,False,False,False
2981,12,Slonerir,127,8,118,30,3,5,2,8,['LIGHTNING_LORD'],0,False,3,10,10,17,1,1,False,False,False,False,True,False,False
2982,22,Frosiz,113,10,103,70,6,0,15,8,['FAST_KICK'],0,False,1,14,4,22,1,1,False,False,False,False,False,False,False
2983,12,Gulfistroth,79,0,33,64,5,5,0,8,['POISON_LORD'],0,False,10,8,2,2,8,10,False,False,False,True,False,False,False
2984,22,Sthreknerchurr,122,1,102,72,5,8,15,8,['FAST_KICK'],0,False,3,8,6,11,1,12,False,False,False,False,False,False,False
2985,25,Kaose,130,11,122,1,0,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,14,1,10,1,1,False,False,False,False,False,False,True
2986,25,Taalfoirtott,98,13,122,36,7,0,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,9,3,9,3,4,2,False,False,False,False,False,False,True
2987,22,Trandolmez,98,3,118,57,7,2,15,8,['FAST_KICK'],0,False,7,7,9,9,2,6,False,False,False,False,False,False,False
2988,22,Bhaorsouka,84,3,118,68,7,1,15,8,['FAST_KICK'],0,False,7,7,8,12,6,1,False,False,False,False,False,False,False
2989,22,Grerzoknoik,25,12,30,14,4,7,15,8,['FAST_KICK'],0,False,6,5,1,10,3,15,False,False,False,False,False,False,False
2990,25,Dhougaphri,43,7,122,66,3,10,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,7,4,7,4,8,1,False,False,False,False,False,False,False
2991,15,Blixxoil,66,5,122,2,3,10,15,6,"['ARCHMAGE', 'FAST_KICK']",0,False,18,1,1,1,6,6,False,False,False,False,False,True,False
2992,22,Ghirsuxtru,71,6,3,71,2,2,15,8,['FAST_KICK'],0,False,14,10,2,4,8,2,False,False,False,False,False,False,False
2993,22,Pekkeashar,109,13,83,46,7,8,15,8,['FAST_KICK'],0,False,15,6,8,7,2,2,False,False,False,False,False,False,False
2994,11,Lotuk,22,9,5,43,7,1,15,2,"['ARCHMAGE', 'FAST_KICK']",0,False,9,5,3,7,2,14,False,False,False,False,False,True,False
2995,2,Vriubrass,113,11,50,68,4,7,3,7,"['ARCHMAGE', 'LIGHTNING_LORD']",0,False,6,12,7,15,1,1,False,False,False,False,True,True,False
2996,22,Doubbaath,89,8,108,56,4,10,15,8,['FAST_KICK'],0,False,1,7,6,14,9,3,False,False,False,False,False,False,False
2997,25,Briblurzho,49,4,122,38,0,7,15,8,"['IRON_FISTS', 'FAST_KICK']",0,False,12,4,6,4,2,2,False,False,False,False,False,False,False
2998,22,Ointeagnaaz,22,6,71,11,0,2,15,8,['FAST_KICK'],0,False,4,2,8,6,11,9,False,False,False,False,False,False,False
2999,22,Glehli,78,1,13,18,1,9,15,8,['FAST_KICK'],0,False,6,9,2,5,6,12,False,False,False,False,False,False,False
3000,12,Khukoddar,20,5,63,26,6,7,10,8,['FIRE_LORD'],0,False,6,17,1,9,2,6,True,False,False,False,False,False,False
3001,22,Gurzhihr,87,1,14,41,0,4,15,8,['FAST_KICK'],0,False,3,14,1,10,6,6,False,False,False,False,False,False,False
3002,25,Caldic,126,0,122,69,0,3,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,1,13,2,13,1,2,False,False,False,False,False,False,True
3003,25,Thonthustrez,23,1,122,51,1,0,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,5,5,1,1,6,12,False,False,False,False,False,False,True
3004,22,Sthousthioz,78,13,31,39,1,1,15,8,['FAST_KICK'],0,False,5,9,10,8,6,2,False,False,False,False,False,False,False
3005,25,Thadroth,5,12,122,1,5,10,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,12,8,3,7,1,1,False,False,False,False,False,False,True
3006,22,Proxxun,70,11,7,61,6,10,15,8,['FAST_KICK'],0,False,14,9,2,5,8,2,False,False,False,False,False,False,False
3007,22,Naunaa,97,11,74,31,4,10,15,8,['FAST_KICK'],0,False,3,11,9,15,2,1,False,False,False,False,False,False,False
3008,22,Wruxtraman,78,1,55,63,6,10,15,8,['FAST_KICK'],0,False,10,3,8,3,8,8,False,False,False,False,False,False,False
3009,22,Easehaoz,38,3,83,82,4,1,15,8,['FAST_KICK'],0,False,18,8,6,2,4,2,False,False,False,False,False,False,False
3010,22,Sliataan,46,4,85,46,1,2,15,8,['FAST_KICK'],0,False,18,7,6,5,2,2,False,False,False,False,False,False,False
3011,25,Khauxhirphun,19,0,122,6,2,4,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,1,12,5,9,1,4,False,False,False,False,False,False,True
3012,22,Stheshemmax,118,2,92,55,2,6,15,8,['FAST_KICK'],0,False,6,16,2,14,1,2,False,False,False,False,False,False,False
3013,25,Taadidhois,131,0,122,6,7,0,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,1,11,5,12,1,2,False,False,False,False,False,False,True
3014,12,Eastrousih,131,4,41,85,3,8,2,8,['LIGHTNING_LORD'],0,False,6,11,6,13,2,2,False,False,False,False,True,False,False
3015,22,Vaolrustrarm,42,11,48,83,3,2,15,8,['FAST_KICK'],0,False,6,9,5,14,3,3,False,False,False,False,False,False,False
3016,22,Dekriursa,30,12,19,43,3,0,15,8,['FAST_KICK'],0,False,12,9,1,6,1,12,False,False,False,False,False,False,False
3017,11,Thaukriastrioth,31,11,109,6,7,5,15,2,"['ARCHMAGE', 'FAST_KICK']",0,False,4,10,5,9,1,12,False,False,False,False,False,True,False
3018,25,Caurzhalforth,115,4,122,75,5,8,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,5,2,7,1,8,False,False,False,False,False,False,True
3019,22,Tigophutt,91,7,57,43,0,3,15,8,['FAST_KICK'],0,False,2,4,10,10,8,6,False,False,False,False,False,False,False
3020,12,Cuurraa,49,1,38,62,2,8,7,8,['POISON_LORD'],0,False,20,9,1,1,2,8,False,False,False,True,False,False,False
3021,22,Bhichiostho,79,4,72,14,0,6,15,8,['FAST_KICK'],0,False,8,1,7,10,9,5,False,False,False,False,False,False,False
3022,25,Slognak,77,13,122,31,6,7,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,3,8,5,6,1,False,False,False,False,False,False,True
3023,22,Cokhiu,81,11,0,0,0,3,15,8,['FAST_KICK'],0,False,4,8,2,8,9,9,False,False,False,False,False,False,False
3024,5,Thrilfuz,109,6,122,19,2,6,6,1,"['ARCHMAGE', 'REGENERATION_LORD']",0,False,8,3,7,6,6,1,False,True,False,False,False,True,False
3025,25,Prouthihioz,47,5,122,85,6,9,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,12,8,1,6,2,2,False,False,False,False,False,False,True
3026,22,Poizzith,85,5,105,37,1,9,15,8,['FAST_KICK'],0,False,9,7,3,5,14,2,False,False,False,False,False,False,False
3027,12,Khobluggitt,63,14,23,76,0,0,2,8,['LIGHTNING_LORD'],0,False,17,3,5,5,8,2,False,False,False,False,True,False,False
3028,22,Trazebli,125,3,9,56,2,0,15,8,['FAST_KICK'],0,False,6,15,6,11,2,1,False,False,False,False,False,False,False
3029,25,Giahixhao,113,6,122,2,2,3,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,2,4,6,8,2,False,False,False,False,False,False,True
3030,25,Doikhioh,79,10,122,36,5,2,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,5,2,5,8,2,False,False,False,False,False,False,True
3031,12,Diussindruu,124,11,15,47,6,0,11,8,['REGENERATION_LORD'],0,False,7,16,1,10,1,6,False,True,False,False,False,False,False
3032,22,Bhoixos,106,13,80,5,0,6,15,8,['FAST_KICK'],0,False,10,8,9,7,1,6,False,False,False,False,False,False,False
3033,2,Phridrouh,26,7,13,38,5,2,0,6,"['ARCHMAGE', 'POISON_LORD']",0,False,2,7,12,9,4,6,False,False,False,True,False,True,False
3034,25,Aululez,2,2,122,42,4,3,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,9,11,3,7,1,1,False,False,False,False,False,False,True
3035,22,Froubu,55,5,56,46,7,5,15,8,['FAST_KICK'],0,False,18,4,5,7,2,4,False,False,False,False,False,False,False
3036,16,Irleaphaus,54,12,122,85,0,9,12,8,"['ICE_LORD', 'IRON_FISTS']",0,False,9,8,1,11,1,2,False,False,True,False,False,False,False
3037,22,Henderzhoil,58,4,81,59,1,1,15,8,['FAST_KICK'],0,False,21,3,3,7,1,6,False,False,False,False,False,False,False
3038,12,Aachiun,104,2,95,80,2,9,12,8,['ICE_LORD'],0,False,14,6,7,7,6,1,False,False,True,False,False,False,False
3039,22,Tourluuh,46,4,23,82,4,8,15,8,['FAST_KICK'],0,False,14,4,8,4,8,2,False,False,False,False,False,False,False
3040,12,Oixiazzuus,53,6,72,29,6,5,13,8,['ICE_LORD'],0,False,11,1,10,10,6,2,False,False,True,False,False,False,False
3041,16,Komfoi,6,6,122,3,3,5,3,8,"['IRON_FISTS', 'LIGHTNING_LORD']",0,False,7,3,7,1,12,1,False,False,False,False,True,False,False
3042,25,Thounaurria,65,4,122,72,4,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,13,2,1,2,2,10,False,False,False,False,False,False,True
3043,26,Ziolphou,29,11,122,73,4,10,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,2,14,1,6,1,8,False,False,False,False,False,False,True
3044,25,Tounnau,59,0,122,47,1,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,12,11,1,3,1,4,False,False,False,False,False,False,True
3045,22,Aothrethriz,120,14,20,29,7,0,15,8,['FAST_KICK'],0,False,12,3,8,15,1,2,False,False,False,False,False,False,False
3046,16,Genrarr,0,5,122,57,2,4,8,8,"['FIRE_LORD', 'IRON_FISTS']",0,False,10,1,4,5,2,8,True,False,False,False,False,False,False
3047,22,Ghuhuuxis,111,0,69,31,6,4,15,8,['FAST_KICK'],0,False,5,6,10,11,6,2,False,False,False,False,False,False,False
3048,22,Bhaarsorso,80,14,17,1,1,1,15,8,['FAST_KICK'],0,False,11,3,5,9,9,3,False,False,False,False,False,False,False
3049,22,Iazzelnan,114,13,8,36,0,6,15,8,['FAST_KICK'],0,False,10,6,6,8,8,2,False,False,False,False,False,False,False
3050,25,Nabrerth,94,1,122,27,1,4,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,3,3,7,3,2,12,False,False,False,False,False,False,True
3051,25,Jeanthao,86,2,122,45,7,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,9,6,1,2,6,6,False,False,False,False,False,False,True
3052,25,Blagris,42,11,122,53,4,3,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,9,5,10,1,1,False,False,False,False,False,False,True
3053,12,Dhaabauntuus,17,12,47,29,0,7,3,8,['LIGHTNING_LORD'],0,False,6,14,3,13,1,4,False,False,False,False,True,False,False
3054,22,Fruulobhaa,38,9,81,2,2,4,15,8,['FAST_KICK'],0,False,18,7,2,7,2,4,False,False,False,False,False,False,False
3055,22,Chekaus,25,10,114,31,2,2,15,8,['FAST_KICK'],0,False,7,7,5,9,6,6,False,False,False,False,False,False,False
3056,22,Broduth,104,12,71,60,4,1,15,8,['FAST_KICK'],0,False,5,4,11,12,2,6,False,False,False,False,False,False,False
3057,22,Harsoi,32,12,18,16,4,7,15,8,['FAST_KICK'],0,False,14,8,3,9,1,6,False,False,False,False,False,False,False
3058,22,Thrixxiunthurm,4,14,5,20,4,7,15,8,['FAST_KICK'],0,False,18,7,6,5,2,2,False,False,False,False,False,False,False
3059,16,Duutrez,87,13,122,44,3,8,13,8,"['ICE_LORD', 'IRON_FISTS']",0,False,7,4,7,6,6,1,False,False,True,False,False,False,False
3060,16,Wrauraah,48,12,122,60,0,4,6,8,"['IRON_FISTS', 'REGENERATION_LORD']",0,False,11,7,1,6,1,6,False,True,False,False,False,False,False
3061,22,Menew,6,0,0,5,3,2,15,8,['FAST_KICK'],0,False,4,10,4,8,3,11,False,False,False,False,False,False,False
3062,22,Phrausirlioh,131,10,18,14,4,0,15,8,['FAST_KICK'],0,False,2,12,1,14,3,9,False,False,False,False,False,False,False
3063,22,Sthriphol,34,12,72,63,6,10,15,8,['FAST_KICK'],0,False,15,7,5,11,1,2,False,False,False,False,False,False,False
3064,11,Pionneas,19,11,117,88,4,3,15,4,"['ARCHMAGE', 'FAST_KICK']",0,False,1,18,5,13,1,4,False,False,False,False,False,True,False
3065,22,Sirselfor,69,10,117,77,7,10,15,8,['FAST_KICK'],0,False,12,9,5,10,2,2,False,False,False,False,False,False,False
3066,16,Gaubrontax,21,13,122,53,1,7,14,8,"['ICE_LORD', 'IRON_FISTS']",0,False,3,9,8,8,1,2,False,False,True,False,False,False,False
3067,22,Keaddalous,126,5,114,33,3,0,15,8,['FAST_KICK'],0,False,10,7,2,5,8,8,False,False,False,False,False,False,False
3068,12,Zuphromel,98,14,67,4,6,1,9,8,['REGENERATION_LORD'],0,False,9,1,15,9,4,2,False,True,False,False,False,False,False
3069,25,Brarchahen,105,8,122,76,7,4,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,3,10,11,1,1,False,False,False,False,False,False,True
3070,16,Gheblikean,78,13,122,52,3,8,11,8,"['IRON_FISTS', 'REGENERATION_LORD']",0,False,5,3,11,3,8,1,False,True,False,False,False,False,False
3071,22,Mearriassaul,5,12,80,38,6,5,15,8,['FAST_KICK'],0,False,12,9,9,8,2,1,False,False,False,False,False,False,False
3072,22,Diuldaosauth,57,7,110,18,7,9,15,8,['FAST_KICK'],0,False,14,6,6,4,2,8,False,False,False,False,False,False,False
3073,22,Kerpeddi,61,4,43,40,2,10,15,8,['FAST_KICK'],0,False,12,6,4,14,1,4,False,False,False,False,False,False,False
3074,11,Xesherrez,84,3,97,23,0,5,15,7,"['ARCHMAGE', 'FAST_KICK']",0,False,13,6,7,4,8,2,False,False,False,False,False,True,False
3075,25,Sthroilou,12,2,122,86,7,4,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,15,1,7,1,2,False,False,False,False,False,False,True
3076,25,Esatt,96,3,122,76,2,4,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,12,7,6,3,2,1,False,False,False,False,False,False,True
3077,25,Thrauxtruz,9,8,122,6,5,3,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,3,3,13,11,1,1,False,False,False,False,False,False,True
3078,22,Keaxtrak,117,2,85,39,6,2,15,8,['FAST_KICK'],0,False,6,5,13,14,2,1,False,False,False,False,False,False,False
3079,22,Paordarurth,16,8,83,11,0,6,15,8,['FAST_KICK'],0,False,6,6,5,11,5,7,False,False,False,False,False,False,False
3080,11,Gaozzoithriu,78,11,48,87,0,7,15,3,"['ARCHMAGE', 'FAST_KICK']",0,False,3,7,3,9,9,9,False,False,False,False,False,True,False
3081,22,Dheasso,57,2,58,2,5,9,15,8,['FAST_KICK'],0,False,18,9,1,7,2,4,False,False,False,False,False,False,False
3082,15,Violmaa,76,2,122,55,4,5,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,8,8,2,6,6,1,False,False,False,False,False,True,False
3083,25,Hokruudrott,110,9,122,6,7,8,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,1,2,12,16,1,1,False,False,False,False,False,False,True
3084,25,Olmao,121,6,122,77,4,7,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,6,4,6,6,1,False,False,False,False,False,False,True
3085,22,Ghelmuthohr,98,12,93,40,2,6,15,8,['FAST_KICK'],0,False,3,4,8,17,5,3,False,False,False,False,False,False,False
3086,22,Serzendeth,74,5,31,88,1,6,15,8,['FAST_KICK'],0,False,8,12,2,4,8,6,False,False,False,False,False,False,False
3087,22,Sthilfou,124,13,35,34,3,8,15,8,['FAST_KICK'],0,False,15,15,3,7,1,1,False,False,False,False,False,False,False
3088,22,Vaastheah,117,11,64,27,4,3,15,8,['FAST_KICK'],0,False,3,11,3,11,1,12,False,False,False,False,False,False,False
3089,22,Sthirurchion,115,13,112,61,6,1,15,8,['FAST_KICK'],0,False,15,9,5,9,1,2,False,False,False,False,False,False,False
3090,25,Gliadhaus,69,12,122,41,3,7,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,9,7,1,10,2,2,False,False,False,False,False,False,True
3091,22,Grulphaoth,62,1,33,68,0,7,15,8,['FAST_KICK'],0,False,10,4,5,5,2,14,False,False,False,False,False,False,False
3092,25,Yirzarr,25,12,122,81,7,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,5,1,6,6,6,False,False,False,False,False,False,True
3093,22,Chiansoiz,36,11,121,69,2,6,15,8,['FAST_KICK'],0,False,6,18,2,12,1,2,False,False,False,False,False,False,False
3094,25,Husocau,119,9,122,31,3,7,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,3,4,7,16,1,1,False,False,False,False,False,False,True
3095,22,Diophaoz,130,2,12,87,7,8,15,8,['FAST_KICK'],0,False,7,14,1,12,1,6,False,False,False,False,False,False,False
3096,25,Altarth,123,12,122,81,4,1,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,4,8,1,11,6,1,False,False,False,False,False,False,True
3097,12,Niadrea,122,13,118,11,6,6,2,8,['LIGHTNING_LORD'],0,False,3,10,5,16,3,3,False,False,False,False,True,False,False
3098,25,Yaalthoirphius,13,11,122,24,7,2,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,1,12,5,11,1,2,False,False,False,False,False,False,True
3099,25,Ojorith,8,3,122,1,4,7,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,15,10,3,2,1,1,False,False,False,False,False,False,True
3100,25,Zoiphuddouz,125,0,122,53,3,2,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,1,11,5,12,1,2,False,False,False,False,False,False,True
3101,25,Rontao,110,1,122,73,1,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,2,8,5,7,1,8,False,False,False,False,False,False,True
3102,5,Dhoilnides,76,14,122,62,3,1,6,2,"['ARCHMAGE', 'REGENERATION_LORD']",0,False,11,4,5,4,6,1,False,True,False,False,False,True,False
3103,12,Iszustrur,101,9,17,72,3,0,5,8,['FIRE_LORD'],0,False,1,3,9,13,5,9,True,False,False,False,False,False,False
3104,22,Kozaknarr,52,11,0,31,1,8,15,8,['FAST_KICK'],0,False,9,7,3,13,3,5,False,False,False,False,False,False,False
3105,22,Dakreath,37,1,47,32,2,5,15,8,['FAST_KICK'],0,False,8,18,1,6,1,8,False,False,False,False,False,False,False
3106,11,Zaothamea,5,10,104,37,2,6,15,4,"['ARCHMAGE', 'FAST_KICK']",0,False,5,13,5,11,6,1,False,False,False,False,False,True,False
3107,25,Khalrir,112,6,122,64,6,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,2,4,6,8,2,False,False,False,False,False,False,True
3108,22,Okaotruh,130,11,118,86,0,6,15,8,['FAST_KICK'],0,False,1,19,2,19,1,1,False,False,False,False,False,False,False
3109,22,Tithuurlaas,56,1,26,21,5,6,15,8,['FAST_KICK'],0,False,14,3,5,6,2,10,False,False,False,False,False,False,False
3110,22,Jiashu,100,2,94,13,2,2,15,8,['FAST_KICK'],0,False,8,5,6,7,5,9,False,False,False,False,False,False,False
3111,22,Horreth,3,12,42,62,3,8,15,8,['FAST_KICK'],0,False,12,9,8,11,1,1,False,False,False,False,False,False,False
3112,25,Liubhearo,29,1,122,57,7,8,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,5,5,1,1,1,18,False,False,False,False,False,False,True
3113,22,Slaurdoihr,58,12,88,35,0,10,15,8,['FAST_KICK'],0,False,15,6,2,13,1,4,False,False,False,False,False,False,False
3114,16,Crikkuz,115,13,122,46,7,3,14,8,"['ICE_LORD', 'IRON_FISTS']",0,False,9,8,5,8,1,1,False,False,True,False,False,False,False
3115,22,Hegul,68,11,67,24,6,4,15,8,['FAST_KICK'],0,False,12,7,5,10,2,4,False,False,False,False,False,False,False
3116,22,Jextrigar,78,11,36,23,4,5,15,8,['FAST_KICK'],0,False,8,7,8,7,8,2,False,False,False,False,False,False,False
3117,25,Hoxtriss,11,3,122,21,4,8,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,15,7,3,1,2,2,False,False,False,False,False,False,True
3118,22,Thinraugo,128,3,109,33,2,8,15,8,['FAST_KICK'],0,False,10,13,1,5,1,12,False,False,False,False,False,False,False
3119,25,Thetugross,7,10,122,55,1,7,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,3,13,3,11,1,1,False,False,False,False,False,False,True
3120,22,Numloil,0,10,12,74,0,6,15,8,['FAST_KICK'],0,False,6,10,6,18,1,1,False,False,False,False,False,False,False
3121,25,Strukkixxuun,64,6,122,46,6,4,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,14,3,2,1,8,2,False,False,False,False,False,False,True
3122,25,Iuldoikkiu,46,5,122,2,1,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,18,3,1,1,4,4,False,False,False,False,False,False,True
3123,22,Wruhatt,31,14,21,20,6,2,15,8,['FAST_KICK'],0,False,17,6,3,4,2,8,False,False,False,False,False,False,False
3124,15,Ounniubre,116,6,122,68,1,7,15,5,"['ARCHMAGE', 'FAST_KICK']",0,False,2,2,9,11,6,1,False,False,False,False,False,True,False
3125,25,Bhuxxea,46,5,122,13,6,9,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,12,3,1,5,5,5,False,False,False,False,False,False,True
3126,22,Osserth,10,2,80,68,3,6,15,8,['FAST_KICK'],0,False,15,10,8,7,1,1,False,False,False,False,False,False,False
